tick,timestamp,cell0_load,cell1_load,cell2_load,cell0_throughput,cell1_throughput,cell2_throughput,cell0_ue_count,cell1_ue_count,cell2_ue_count,cell0_avg_sinr,cell1_avg_sinr,cell2_avg_sinr,system_throughput,system_avg_sinr,system_avg_latency_ms,handover_count,handover_rate,packet_loss_rate,is_congested,congestion_level
7392,7392.0,0.9427985910580035,0.27,0.41,494.5873862930395,308.5688373584376,758.0596589379968,8,4,8,8.070003603580219,10.356253993199608,13.629153178125797,1561.215882589474,10.750913511322329,21.388478076326464,0,0.0,0.0,1,0.9427985910580035
7393,7393.0,0.9275085287035706,0.27,0.41,496.23679337921243,309.18829227912295,762.6492093814195,8,4,8,8.111117353251643,10.377989294348126,13.725444284927251,1568.0742950397546,10.81022251414118,21.270619062565114,0,0.0,0.0,1,0.9275085287035706
7394,7394.0,0.9752844813402265,0.27,0.41,497.89129502625775,309.79642587725743,767.2348070885959,8,4,8,8.152001986142203,10.399064962303152,13.821483435225115,1574.9225279921113,10.869207161007557,21.157972748761736,0,0.0,0.0,1,0.9752844813402265
7395,7395.0,0.97884559354355,0.27,0.41,499.55066753461824,310.3943975521404,771.8112804199102,8,4,8,8.192652785801343,10.419523546626296,13.917171863872866,1581.7563455066686,10.92783456919494,21.050508226777033,0,0.0,0.0,1,0.97884559354355
7396,7396.0,0.9234159615742225,0.33,0.41,481.71305913100707,330.5664837658705,776.3728296512071,7,5,8,9.430837736762262,8.326241767550465,14.012399038416252,1588.6523725480847,10.987313265120909,20.93753481538875,1,0.05,0.0,1,0.9234159615742225
7397,7397.0,0.910600562624,0.33,0.41,483.58799091281696,331.3623092166269,780.9129718741885,7,5,8,9.485816529976956,8.354784899534335,14.107041628534095,1595.8632720036323,11.051548661789154,20.785250111330406,0,0.0,0.0,1,0.910600562624
7398,7398.0,0.9368903974823499,0.33,0.41,485.4474314037576,332.1571407535558,784.4408720548759,7,5,8,9.540075617011388,8.383172447673802,14.200962508466649,1602.045444212189,11.115204581259096,20.638895506018848,0,0.0,0.0,1,0.9368903974823499
7399,7399.0,0.9738008668544602,0.33,0.41,487.31312413267597,332.952439015288,786.8997457689165,7,5,8,9.594222548511652,8.411445988355428,14.294009840911055,1607.1653089168806,11.178443325432358,20.497857921270022,0,0.0,0.0,1,0.9738008668544602
7400,7400.0,0.977133909298746,0.33,0.41,489.19244449381875,333.74970522527485,789.3431948737478,7,5,8,9.648463078778793,8.439648212683519,14.386016304582249,1612.2853445928415,11.241280652576359,20.360564814431303,0,0.0,0.0,1,0.977133909298746
7401,7401.0,0.37,0.33,0.41,491.08531367046174,334.5504793470804,791.7703101008317,7,5,8,9.702796823110956,8.467822871752755,14.476798542555052,1617.4061031183737,11.303654023049045,20.22697766547198,0,0.0,0.0,0,0.41
7402,7402.0,0.37,0.33,0.41,492.99164888534085,335.3563384127498,794.1802013586212,7,5,8,9.757223353488238,8.496014727330415,14.566156923678843,1622.5281886567118,11.365494625025024,20.097059705745792,0,0.0,0.0,0,0.41
7403,7403.0,0.37,0.33,0.41,494.91136342506917,336.16889504925035,796.572002259531,7,5,8,9.81174219694687,8.524269508711718,14.653875723302773,1627.6522607338504,11.426727435430443,19.970775913690034,0,0.0,0.0,0,0.41
7404,7404.0,0.37,0.33,0.41,496.8443666646275,336.9897962264074,798.94487483445,7,5,8,9.866352833918766,8.552633876464284,14.739723840122224,1632.7790377254848,11.487271497036529,19.848093010650928,0,0.0,0.0,0,0.41
7405,7405.0,0.37,0.33,0.41,498.79056409181254,337.820722248265,801.2980144036212,7,5,8,9.921054696541399,8.58115539373274,14.8234561703521,1637.9093007436986,11.547040460363514,19.728979456801873,0,0.0,0.0,0,0.41
7406,7406.0,0.37,0.33,0.41,500.7498573315741,338.663386008494,803.6306545672999,7,5,8,9.975847166943849,8.609882505735161,14.904815755283536,1643.0438979073683,11.605943436977553,19.613405447136117,0,0.0,0.0,0,0.41
7407,7407.0,0.37,0.33,0.41,502.72214417020587,339.51953252936414,805.9420722744322,7,5,8,10.030729575515547,8.638864528049272,14.983536799991924,1648.1837489740021,11.663886203439528,19.501342907529896,0,0.0,0.0,0,0.41
7408,7408.0,0.37,0.33,0.41,504.70731857941036,340.39093880295513,808.2315929226688,7,5,8,10.085701199165367,8.668151644260918,15.059348626261631,1653.3298503050344,11.720772781277761,19.392765490885743,0,0.0,0.0,0,0.41
7409,7409.0,0.37,0.33,0.41,506.7052707402865,341.29662368769226,810.4985954386175,7,5,8,10.14076125957908,8.698859190399656,15.13198056957428,1658.500489866596,11.776773466282304,19.285325691407696,0,0.0,0.0,0,0.41
7410,7410.0,0.37,0.33,0.41,506.34266556125067,340.55497339755493,809.274734702878,7,5,8,10.130048783054118,8.675389936401064,15.105995671639475,1656.1723736616837,11.756762826824996,19.312475728613766,0,0.0,0.0,0,0.41
7411,7411.0,0.37,0.33,0.41,505.97305038195407,339.77458825390687,808.0306699543107,7,5,8,10.11910495996214,8.651180139502465,15.079513223455958,1653.7783085901717,11.736287060244747,19.339083536148458,0,0.0,0.0,0,0.41
7412,7412.0,0.37,0.33,0.41,505.5963114483084,338.9414686061014,806.7669265903214,7,5,8,10.107924385611218,8.625258121931767,15.052541379664529,1651.3047066447314,11.715104617312683,19.367516604832822,0,0.0,0.0,0,0.41
7413,7413.0,0.37,0.33,0.41,505.21234177075576,338.0588759160008,805.4840386696935,7,5,8,10.096501667880782,8.597717966276424,15.025088450845333,1648.75525635645,11.693240455665512,19.397820956400206,0,0.0,0.0,0,0.41
7414,7414.0,0.37,0.33,0.41,504.8210416655925,337.1300950289081,804.1825481583955,7,5,8,10.084831432974307,8.568654402545027,14.997162890744596,1646.133684852896,11.670719758475101,19.4300440883188,0,0.0,0.0,0,0.41
7415,7415.0,0.37,0.33,0.41,504.4223193101881,336.1584085446895,802.8630041664157,7,5,8,10.072908331266353,8.538162043892982,14.968773283380681,1643.443732021293,11.647567740268741,19.464235036624764,0,0.0,0.0,0,0.41
7416,7416.0,0.37,0.33,0.41,504.01609131128134,335.1470737785879,801.5259621781197,7,5,8,10.060727043227837,8.506334700927304,14.939928330075347,1640.689127267989,11.623809472391708,19.500444438639203,0,0.0,0.0,0,0.41
7417,7417.0,0.37,0.33,0.41,503.60228328539904,334.09930243987986,800.1719832786873,7,5,8,10.048282285411824,8.473264778474988,14.910636836456922,1637.8735690039662,11.599469729095656,19.538724595540327,0,0.0,0.0,0,0.41
7418,7418.0,0.37,0.33,0.41,503.180830450307,333.01824307038174,799.6914365035927,7,5,8,10.035568816480831,8.439042756104907,14.897982298451442,1635.8905100242814,11.581402694175095,19.575679576690288,0,0.0,0.0,0,0.41
7419,7419.0,0.37,0.33,0.41,502.7516782262986,331.906966210649,799.2807550563575,7,5,8,10.022581443256033,8.403756751458884,14.8865386417072,1633.9393994933052,11.563458149687214,19.614505424218613,0,0.0,0.0,0,0.41
7420,7420.0,0.37,0.33,0.41,502.3147828459628,330.7684522004809,798.8583192868988,7,5,8,10.00931502676733,8.367492163602353,14.87473775583762,1631.9415543333423,11.545028402604203,19.65557836732334,0,0.0,0.0,0,0.41
7421,7421.0,0.37,0.33,0.41,501.87011197094785,329.605581472135,798.4242202521884,7,5,8,9.9957644882827,8.330331392150615,14.862579695846524,1629.8999136952712,11.526132297275208,19.698958717884345,0,0.0,0.0,0,0.41
7422,7422.0,0.37,0.33,0.41,501.416342833204,328.42112715888004,797.9785482588368,7,5,8,9.981889693902579,8.29235362684639,14.850064510301024,1627.8160182509212,11.506775603697909,19.744739449000292,0,0.0,0.0,0,0.41
7423,7423.0,0.37,0.33,0.41,500.9512326000015,327.21774981717874,797.5213921257564,7,5,8,9.96762523053849,8.25363470152725,14.837192229144765,1625.6903745429365,11.486954397728189,19.793038410493452,0,0.0,0.0,0,0.41
7424,7424.0,0.37,0.33,0.41,500.4754490697426,325.9979940465331,797.0528384597787,7,5,8,9.952983781867294,8.214247005987412,14.823962851787137,1623.5262815760545,11.466691215865259,19.84390776141114,0,0.0,0.0,0,0.41
7425,7425.0,0.37,0.33,0.41,499.9890150443147,324.764286785335,796.5729709485704,7,5,8,9.93796036227341,8.17425944906103,14.810376335547076,1621.3262727782203,11.446001523279781,19.897417297429055,0,0.0,0.0,0,0.41
7426,7426.0,0.37,0.33,0.41,499.4919683103639,323.518937062415,796.0818696750894,7,5,8,9.922550080675945,8.133737466288114,14.796432584527686,1619.0927750478681,11.424899928619684,19.953639077574007,0,0.0,0.0,0,0.41
7427,7427.0,0.37,0.33,0.41,498.98436226294376,322.2641369908593,795.5796104577473,7,5,8,9.906748145981421,8.092743065723617,14.782131438996494,1616.8281097115505,11.403400193123002,20.012647496904393,0,0.0,0.0,0,0.41
7428,7428.0,0.37,0.33,0.41,498.4662665211222,321.00196380170917,795.066264220309,7,5,8,9.890549872348947,8.051334905774247,14.767472665343169,1614.5344945431402,11.381515247902959,20.074519362308468,0,0.0,0.0,0,0.41
7429,7429.0,0.37,0.33,0.41,497.9377675326173,319.73438272911335,794.5418963954394,7,5,8,9.873950684243129,8.009568399358328,14.752455946684393,1612.21404665717,11.359257217998437,20.139333972020218,0,0.0,0.0,0,0.41
7430,7430.0,0.37,0.33,0.41,497.3989691643396,318.46325057433353,794.0065663656516,7,5,8,9.85694612125066,7.967495839150334,14.737080874182046,1609.8687861043247,11.336637451898133,20.207173199520405,0,0.0,0.0,0,0.41
7431,7431.0,0.37,0.33,0.41,496.8499932754796,317.1903197928339,793.4603269452475,7,5,8,9.839531842636614,7.925166539167516,14.721346939138062,1607.500640013561,11.31366655536992,20.278121582567504,0,0.0,0.0,0,0.41
7432,7432.0,0.37,0.33,0.41,496.29098026957075,315.917242965795,792.9032239066834,7,5,8,9.821703631617657,7.882626988459165,14.705253525925805,1605.111447142049,11.290354428551293,20.35226641819038,0,0.0,0.0,0,0.41
7433,7433.0,0.43,0.27,0.41,515.4898636890596,295.1357485274195,792.3352955545721,8,4,8,8.569251402786833,9.837109068439396,14.688799905813791,1602.960907771051,11.270642337128129,20.396256346161913,1,0.05,0.0,0,0.43
7434,7434.0,0.43,0.27,0.41,515.0932841953596,294.0443616006213,791.7565723503669,8,4,8,8.559799320661712,9.797197118334166,14.671985231734148,1600.8942181463476,11.252153244625173,20.43047401139593,0,0.0,0.0,0,0.43
7435,7435.0,0.43,0.27,0.41,514.6917005533567,292.95964547370664,791.167076590531,8,4,8,8.55009960700116,9.757452596081173,14.654808534043712,1598.8184226175945,11.233453775634183,20.467266341766663,0,0.0,0.0,0,0.43
7436,7436.0,0.43,0.27,0.41,514.2853179870408,291.88276484820733,790.5668221407791,8,4,8,8.540146113619496,9.71791631861577,14.63726871732139,1596.734904976027,11.21454919609951,20.506741717636075,0,0.0,0.0,0,0.43
7437,7437.0,0.43,0.27,0.41,513.8743519773601,290.81480096776806,789.9558142287417,8,4,8,8.529932462143245,9.67862593833744,14.619364558240925,1594.64496717387,11.195443995821156,20.54901328195467,0,0.0,0.0,0,0.43
7438,7438.0,0.43,0.27,0.41,513.4590279751744,289.75675661188035,789.3340492971374,8,4,8,8.519452038464188,9.639616133858102,14.601094704553265,1592.5498338841921,11.176141923978602,20.5941991411436,0,0.0,0.0,0,0.43
7439,7439.0,0.43,0.27,0.41,513.0395810728196,288.70956097550453,788.7015149192744,8,4,8,8.508697987995397,9.600918796562077,14.5824576752077,1590.4506569675982,11.156646024593655,20.642422582671145,0,0.0,0.0,0,0.43
7440,7440.0,0.43,0.27,0.41,511.53618536047145,288.30627714272134,788.4959052734521,8,4,8,8.459072359809195,9.576738523703728,14.52559687948907,1588.3383677766449,11.109215400460052,20.8679203609265,0,0.0,0.0,0,0.43
7441,7441.0,0.37,0.33,0.41,490.8778457323576,308.000000001901,788.3439353492058,7,5,8,9.646528731205194,7.648075019147271,14.468274798929176,1587.2217810834643,11.075613730280306,20.984438941409003,1,0.05,0.0,0,0.41
7442,7442.0,0.37,0.33,0.41,490.24813081213074,308.4489143904681,788.2456986760079,7,5,8,9.626775921469642,7.679458782623721,14.410698168325442,1586.9427438786067,11.05351553550048,21.01260862091411,0,0.0,0.0,0,0.41
7443,7443.0,0.37,0.33,0.41,489.6105994197679,308.903675478166,788.2012621078352,7,5,8,9.606676530394358,7.709855420222051,14.35305193299106,1586.715537005769,11.031021413889963,21.054102158522408,0,0.0,0.0,0,0.41
7444,7444.0,0.37,0.33,0.41,488.9655256074637,309.3637481613701,788.2106639106968,7,5,8,9.586231910737961,7.7392636910232895,14.295499975274016,1586.5399376795306,11.008197081623717,21.10882298733552,0,0.0,0.0,0,0.41
7445,7445.0,0.45,0.25,0.41,507.7199219634798,290.5570992387407,788.2739119728858,8,4,8,8.347204758667381,9.765140552489772,14.238186213656387,1586.5509331751064,10.987184499427462,21.158646608496788,1,0.05,0.0,0,0.45
7446,7446.0,0.45,0.25,0.41,507.41567266669864,291.36973014972494,788.3909821456746,8,4,8,8.342272776065542,9.826135169212678,14.181235941543028,1587.1763849620982,10.974630520885963,21.14635649398599,0,0.0,0.0,0,0.45
7447,7447.0,0.45,0.25,0.41,507.1120798287628,292.1844518456518,788.5618167201455,8,4,8,8.337148857677931,9.886120334092855,14.12475729907371,1587.8583483945604,10.961986529519226,21.146528492151436,0,0.0,0.0,0,0.45
7448,7448.0,0.45,0.25,0.41,506.8095302494289,293.0005037060415,787.3637245896,8,4,8,8.331833595654627,9.945093331449106,14.068842795660567,1587.1737585450703,10.949289222815898,21.161029408448606,0,0.0,0.0,0,0.45
7449,7449.0,0.45,0.25,0.41,506.50841476609685,293.81710920507805,785.3163716650513,8,4,8,8.32632760574533,10.003051505248825,14.013570822295563,1585.6418956362263,10.93656967226612,21.18937091654127,0,0.0,0.0,0,0.45
7450,7450.0,0.45,0.25,0.41,506.20912785915425,294.633479080651,783.3381235025336,8,4,8,8.32063152448584,10.05999226379864,13.959007110538671,1584.180730442339,10.923853906769532,21.230567642461196,0,0.0,0.0,0,0.45
7451,7451.0,0.45,0.25,0.41,505.91206724489916,295.44881445226827,781.4319848492546,8,4,8,8.314746006360306,10.115913082893229,13.905206109498684,1582.792866546422,10.911163462922241,21.28483073994035,0,0.0,0.0,0,0.45
7452,7452.0,0.45,0.28,0.38,505.61763345628907,314.42620895248643,762.5454817834423,8,5,7,8.308671720943366,8.022347234450613,15.964957043357865,1582.5893241922176,10.91679046216525,21.173429719948224,1,0.05,0.0,0,0.45
7453,7453.0,0.45,0.28,0.38,505.3262294118139,316.0390583733529,761.5586408807982,8,5,7,8.302409350026911,8.116331975018602,15.943002809307226,1582.9239286659647,10.930097717022944,20.99997252069759,0,0.0,0.0,0,0.45
7454,7454.0,0.45,0.28,0.38,505.0382599727791,317.67123008511527,760.6241156990569,8,5,7,8.295959584735217,8.209377395553403,15.92206329896121,1583.333605756951,10.943450337418863,20.838691666731883,0,0.0,0.0,0,0.45
7455,7455.0,0.45,0.28,0.38,504.75413148932546,319.3219381207938,759.7433461925614,8,5,7,8.289323122632593,8.301491230485858,15.90216982415357,1583.8194158026806,10.95686149512825,20.689017983808554,0,0.0,0.0,0,0.45
7456,7456.0,0.45,0.28,0.38,504.4742513355088,320.99037934411376,758.9174499823189,8,5,7,8.282500664826971,8.39268136412514,15.883346833582099,1584.3820806619415,10.970341998715808,20.550427236277347,0,0.0,0.0,0,0.45
7457,7457.0,0.45,0.28,0.38,504.19902743380004,322.67573693806776,758.1472621150218,8,5,7,8.275492913072977,8.482955834896305,15.865612767000808,1585.0220264868897,10.983900592403552,20.42243697358391,0,0.0,0.0,0,0.45
7458,7458.0,0.45,0.28,0.38,503.9288677693742,324.37718383986686,757.433369950699,8,5,7,8.268300566877496,8.57232283855194,15.84898080455123,1585.73942155994,10.997544217981915,20.304603646628216,0,0.0,0.0,0,0.45
7459,7459.0,0.45,0.28,0.38,503.6641798945892,326.09388610347423,756.7761435896456,8,5,7,8.260924320610801,8.660790730486093,15.833459520066755,1586.534209587709,11.01127824288921,20.196519971252112,0,0.0,0.0,0,0.45
7460,7460.0,0.45,0.28,0.38,503.4053704240671,327.82500617323836,756.175762250509,8,5,7,8.253364860625721,8.74836802728738,15.819053447210598,1587.4061388478144,11.025106657595842,20.09781251829757,0,0.0,0.0,0,0.45
7461,7461.0,0.45,0.28,0.38,503.1528445208279,329.5697060544524,755.6322369982184,8,5,7,8.245622862387389,8.835063407674784,15.805763567024623,1588.354787573499,11.039032245332269,20.00813951163054,0,0.0,0.0,0,0.45
7462,7462.0,0.45,0.28,0.38,502.90700537394304,331.32715036894274,755.1454301981588,8,5,7,8.237698987615653,8.920885712964957,15.793587724987049,1589.3795859410448,11.053056727032965,19.927188817292354,0,0.0,0.0,0,0.45
7463,7463.0,0.45,0.28,0.38,502.66825366820945,333.09650928605345,754.7150720454802,8,5,7,8.229593881442092,9.005843947225076,15.782520985085862,1590.479834999743,11.067180884163154,19.85467610853454,0,0.0,0.0,0,0.45
7464,7464.0,0.45,0.28,0.38,502.4369870463758,334.87696132156145,754.3407744885088,8,5,7,8.22130816958334,9.089947277268493,15.772555927771553,1591.654722856446,11.081404661870504,19.790343192936533,0,0.0,0.0,0,0.45
7465,7465.0,0.45,0.28,0.38,502.21359956447964,336.66769599912004,754.0220428348488,8,5,7,8.212842455532073,9.173205032651714,15.763682897999443,1592.9033383984486,11.095727254675563,19.73395648911166,0,0.0,0.0,0,0.45
7466,7466.0,0.45,0.28,0.38,501.9984811408965,338.46791637083203,753.75828529918,8,5,7,8.204197317766972,9.255626705832835,15.755890208936114,1594.2246828109082,11.110147176692639,19.685305641690512,0,0.0,0.0,0,0.45
7467,7467.0,0.45,0.28,0.38,501.7920169997343,340.27684139537376,753.5488207239509,8,5,7,8.195373306982681,9.337221952649752,15.74916430630673,1595.6176791190592,11.124662318162866,19.64420226434356,0,0.0,0.0,0,0.45
7468,7468.0,0.45,0.28,0.38,501.59458710924474,342.0937081737994,753.3928846784956,8,5,7,8.186370943340513,9.418000593273815,15.743489897807779,1597.0811799615399,11.139269989887381,19.610478801581806,0,0.0,0.0,0,0.45
7469,7469.0,0.45,0.28,0.38,501.4065656159575,343.9177740447241,753.2896341190561,8,5,7,8.177190713740398,9.497972613791056,15.738850051514756,1598.613973779738,11.15396695697409,19.58398750095996,0,0.0,0.0,0,0.45
7470,7470.0,0.45,0.28,0.38,503.47131502163575,342.880297230916,750.776411570792,8,5,7,8.208297931938969,9.463186805758896,15.68101887582098,1597.1280238233435,11.137472480752653,19.654122510610268,0,0.0,0.0,0,0.45
7471,7471.0,0.45,0.28,0.38,505.58199324362135,341.84396420730803,748.1811287347797,8,5,7,8.240077381314205,9.428289401920251,15.621334054563205,1595.607086185709,11.120570222102867,19.72664829413398,0,0.0,0.0,0,0.45
7472,7472.0,0.45,0.28,0.38,507.73945890626476,340.80900831059006,745.5074244336853,8,5,7,8.272543498035526,9.39329009393366,15.55987192859236,1594.0558916505402,11.103295097704953,19.801602336677863,0,0.0,0.0,0,0.45
7473,7473.0,0.45,0.28,0.38,509.9445627061505,339.7756453490035,742.7589958654852,8,5,7,8.305710571973515,9.358198105706146,15.496710039489386,1592.4792039206393,11.085682269037228,19.879023528567902,0,0.0,0.0,0,0.45
7474,7474.0,0.45,0.28,0.38,512.198143217832,338.7440745586263,739.9395690355522,8,5,7,8.339592668735904,9.323022214705858,15.431926493055727,1590.8817868120107,11.06776689374033,19.95895224600124,0,0.0,0.0,0,0.45
7475,7475.0,0.45,0.28,0.38,514.5010220599579,337.71447953884206,737.0528716171109,8,5,7,8.374203539706686,9.287770772468457,15.36559937502721,1589.2683732159107,11.04958389025931,20.041430433952748,0,0.0,0.0,0,0.45
7476,7476.0,0.45,0.28,0.38,516.8539983384889,336.6870291656871,734.1026084682572,8,5,7,8.409556518520834,9.25245172430148,15.297806223918043,1587.6436359724335,11.03116771685502,20.126501691230125,0,0.0,0.0,0,0.45
7477,7477.0,0.45,0.28,0.38,519.2578422743534,335.66187848192646,731.0924399357393,8,5,7,8.44566440223104,9.217072628194966,15.228623563795088,1586.0121606920195,11.012552165269437,20.214211357668365,0,0.0,0.0,0,0.45
7478,7478.0,0.45,0.28,0.38,521.713287912983,334.63916956290007,728.0259629881648,8,5,7,8.482539315236233,9.181640672951588,15.15812649790009,1584.3784204640478,10.99377016859742,20.30460660350736,0,0.0,0.0,0,0.45
7479,7479.0,0.45,0.28,0.38,524.2210248027086,333.6190323573002,724.9066951461618,8,5,7,8.520192553844923,9.146162695551967,15.086388362422385,1582.7467523061707,10.974853622273795,20.39773652104454,0,0.0,0.0,0,0.45
7480,7480.0,0.45,0.28,0.38,526.7816885182856,332.60158550218273,721.7380611151448,8,5,7,8.558634409144343,9.110645197773334,15.013480438394113,1581.121335135613,10.95583321653901,20.49365221869865,0,0.0,0.0,0,0.45
7481,7481.0,0.45,0.28,0.38,529.3958498950587,331.5869371116552,718.5233819777959,8,5,7,8.597873965644101,9.075094362082648,14.939471718636494,1579.5061689845097,10.936738278301076,20.59240691765513,0,0.0,0.0,0,0.45
7482,7482.0,0.45,0.28,0.38,532.0640028289182,330.5751855387687,715.2658667675153,8,5,7,8.637918872967834,9.039516066825401,14.864428725914802,1577.905055135202,10.917596619963664,20.694056051294687,0,0.0,0.0,0,0.45
7483,7483.0,0.45,0.28,0.38,534.7865504878084,329.56642011027543,711.9686062198632,8,5,7,8.67877508768947,9.003915900733471,14.788415377938767,1576.3215768179473,10.898434392537727,20.798657367630256,0,0.0,0.0,0,0.45
7484,7484.0,0.45,0.28,0.38,537.5637897728959,328.56072183400465,708.6345684850396,8,5,7,8.720446582266568,8.96829917677592,14.711492894544936,1574.75908009194,10.879275940191336,20.90627103499305,0,0.0,0.0,0,0.45
7485,7485.0,0.45,0.28,0.38,540.3958938626602,327.558164078688,705.2665965790658,8,5,7,8.76293501793177,8.932670945376113,14.633719742281707,1573.2206545204144,10.860143653315333,21.01695975122056,0,0.0,0.0,0,0.45
7486,7486.0,0.45,0.28,0.38,543.2828926724528,326.55881322619024,701.867407353094,8,5,7,8.80623937838989,8.897036007020416,14.555151611655928,1571.7091132517369,10.841057817190634,21.13078885660122,0,0.0,0.0,0,0.45
7487,7487.0,0.45,0.28,0.38,546.2246510672966,325.5627292961391,698.4395917675527,8,5,7,8.850355561265992,8.861398924281634,14.475841422456629,1570.2269721309883,10.822036453436628,21.247826450829397,0,0.0,0.0,0,0.45
7488,7488.0,0.45,0.28,0.38,549.2208446790446,324.56996654306835,694.9856162692304,8,5,7,8.895275924500952,8.825764033281867,14.395839352816537,1568.7764274913434,10.803095151606636,21.368143514214026,0,0.0,0.0,0,0.45
7489,7489.0,0.45,0.28,0.38,552.2709332032998,323.5805740262352,691.5078250837101,8,5,7,8.940988785347582,8.790135454617996,14.31519288797989,1567.359332313245,10.784246888586491,21.491814033365834,0,0.0,0.0,0,0.45
7490,7490.0,0.45,0.28,0.38,555.3741310900432,322.5945961523454,688.0084432516485,8,5,7,8.987477870345266,8.754517103772638,14.233946885090884,1565.977170494037,10.765501833863075,21.61891513156413,0,0.0,0.0,0,0.45
7491,7491.0,0.45,0.28,0.38,558.5293755988362,321.6120731915024,684.4895802544199,8,5,7,9.034721715721968,8.718912701033513,14.152143650683465,1564.6310290447584,10.746867139286378,21.749527203966228,0,0.0,0.0,0,0.45
7492,7492.0,0.45,0.28,0.38,561.7352922693295,320.6330417667302,680.9532340918649,8,5,7,9.082693019174583,8.683325780942464,14.069823027923203,1563.3215681279246,10.728346712678569,21.8837340577782,0,0.0,0.0,0,0.45
7493,7493.0,0.45,0.28,0.38,564.9901579659773,319.65753531749334,677.401295691771,8,5,7,9.13135794601384,8.647759701295517,13.987022491015527,1562.0489889752419,10.709940975584848,22.021623057443882,0,0.0,0.0,0,0.45
7494,7494.0,0.45,0.28,0.38,568.2918617978219,318.6855845376854,673.8355535468654,8,5,7,9.180675395330466,8.612217651714223,13.903777244541825,1560.8129998823727,10.69164660665038,22.163285274837584,0,0.0,0.0,0,0.45
7495,7495.0,0.45,0.28,0.38,571.6378643956672,317.7172177885936,670.2576984901995,8,5,7,9.23059623525332,8.576702661807811,13.820120325809565,1559.61278067446,10.673456273586629,22.308815644355725,0,0.0,0.0,0,0.45
7496,7496.0,0.43,0.28,0.4,558.926818673018,316.75246148740194,683.3984796953184,7,5,8,10.787861679853886,8.541217608944935,11.888115800723474,1559.0777598557383,10.666302310474485,22.341197157305878,1,0.05,0.0,0,0.43
7497,7497.0,0.43,0.28,0.4,562.6732284097993,315.79134047182407,680.1438460429272,7,5,8,10.862364832740123,8.505765225653219,11.828822057535502,1558.6084149245507,10.65979782088655,22.371498803187503,0,0.0,0.0,0,0.43
7498,7498.0,0.43,0.28,0.4,566.4490223330304,314.8338783414903,676.8868503280263,7,5,8,10.937352799962753,8.470348106663662,11.769248321637264,1558.1697510025472,10.653359835307786,22.405751755599518,0,0.0,0.0,0,0.43
7499,7499.0,0.43,0.28,0.4,570.249548686026,313.88009777674154,673.6288747444694,7,5,8,11.012724698622309,8.434968715616588,11.70941746867102,1557.7585212072368,10.646962810890361,22.44397055513982,0,0.0,0.0,0,0.43
7500,7500.0,0.43,0.28,0.4,568.9622392948647,312.7652867546555,675.1350201489059,7,5,8,10.976963340570327,8.398757702225286,11.747968150158687,1556.8625461984263,10.64081385481941,22.428091053769954,0,0.0,0.0,0,0.43
7501,7501.0,0.43,0.28,0.4,567.6729611438737,311.6506442479805,676.6387975718013,7,5,8,10.940955533083917,8.362407153535624,11.786333519455846,1555.962402963656,10.634469632745615,22.415747550156013,0,0.0,0.0,0,0.43
7502,7502.0,0.43,0.28,0.4,566.382149640005,310.5369471571015,678.1401407674107,7,5,8,10.904703402656688,8.325935815657356,11.824512245265343,1555.0592375645174,10.627935042950316,22.406993794470168,0,0.0,0.0,0,0.43
7503,7503.0,0.43,0.28,0.4,565.0902571287672,309.4249533786968,679.6389846865352,7,5,8,10.868209205131183,8.28936177559945,11.862503069784893,1554.154195193999,10.621214893609736,22.401889529711987,0,0.0,0.0,0,0.43
7504,7504.0,0.43,0.28,0.4,563.7977524676132,308.31540090193636,681.1352652172011,7,5,8,10.831475317029204,8.25270243696538,11.900304803835521,1553.2484185867504,10.614313891735774,22.400500773134137,0,0.0,0.0,0,0.43
7505,7505.0,0.43,0.28,0.4,562.505120578299,307.2090069491285,682.6289188988276,7,5,8,10.794504226973022,8.215974497343469,11.937916321405522,1552.343046426255,10.607236632338632,22.402900121882777,0,0.0,0.0,0,0.43
7506,7506.0,0.43,0.28,0.4,561.2128619769309,306.1064671548112,684.1198826092304,7,5,8,10.757298527208278,8.179193927222816,11.975336553598307,1551.4392117409725,10.599987587767924,22.409167084821867,0,0.0,0.0,0,0.43
7507,7507.0,0.43,0.28,0.4,559.9214922803255,305.00845477743184,685.6080932238194,7,5,8,10.719860905237367,8.142375950268766,12.012564481972985,1550.5380402815767,10.592571097189463,22.41938844269585,0,0.0,0.0,0,0.43
7508,7508.0,0.43,0.28,0.4,558.6315416871845,303.9156199379182,687.0934872463786,7,5,8,10.682194135568805,8.105535024795088,12.049599131267225,1549.6406488714815,10.584991356154742,22.433658638992558,0,0.0,0.0,0,0.43
7509,7509.0,0.43,0.28,0.4,557.3435544325243,302.82858887969917,688.5760004108538,7,5,8,10.644301071585383,8.06868482627595,12.086439561493158,1548.7481437230774,10.577252406221133,22.452080204094568,0,0.0,0.0,0,0.43
7510,7510.0,0.43,0.28,0.4,556.0580882137838,301.74796324504894,690.0555672535738,7,5,8,10.606184637532019,8.031838230748544,12.123084859397109,1547.8616187124067,10.569358124582186,22.474764215555645,0,0.0,0.0,0,0.43
7511,7511.0,0.43,0.28,0.4,554.7757135870177,300.674319362965,691.5321206553679,7,5,8,10.567847820621285,7.995007298964987,12.159534129275002,1546.9821536053505,10.561312213668696,22.501830797615987,0,0.0,0.0,0,0.43
